Species,Class,Category,Habitat,PopTrend,Rep_AOO_km2,Rep_EOO_km2,Elev_lower,Elev_upper,ForestDependency,Unprotected_nPixels,PA_nPixels,IL_nPixels,PIA_nPixels,total_nPixels,fracPA,fracIL,fracPIA,fracUnPro,ThreatScore,Threat,fracIPL,percentHabitat_IPL
Ptenochirus minor,MAMMALIA,LC,Forest important,Stable,NA,NA,0,1600,NA,70049,10026,16117,1523,97715,0.102604513,0.164938853,0.015586143,0.716870491,2,Not Threatened,0.180524996,20
Paraxerus alexandri,MAMMALIA,LC,Forest unimportant,Unknown,NA,387442,NA,1500,NA,166455,31838,55989,12364,266646,0.119401754,0.209975023,0.046368594,0.62425463,2,Not Threatened,0.256343617,40
Rattus burrus,MAMMALIA,EN,Forest important,Decreasing,NA,2841,NA,NA,NA,622,633,20,0,1275,0.496470588,0.015686275,0,0.487843137,16,Threatened,0.015686275,20
Reithrodontomys spectabilis,MAMMALIA,CR,Forest unimportant,Decreasing,NA,547.11,NA,NA,NA,279,312,0,0,591,0.527918782,0,0,0.472081218,32,Threatened,0,0
Otomops johnstonei,MAMMALIA,DD,Forest unimportant,Unknown,NA,121,NA,NA,NA,167,5,0,0,172,0.029069767,0,0,0.970930233,16,Data Deficient,0,0
Podogymnura truei,MAMMALIA,LC,Forest important,Stable,NA,20806,1300,2900,NA,637,1168,161,168,2134,0.54732896,0.075445173,0.078725398,0.298500469,2,Not Threatened,0.154170572,20
Praomys petteri,MAMMALIA,LC,Forest unimportant,Stable,NA,634998,NA,500,NA,38872,3286,18822,1260,62240,0.05279563,0.302410026,0.020244216,0.624550129,2,Not Threatened,0.322654242,40
Pteralopex anceps,MAMMALIA,EN,Forest unimportant,Decreasing,NA,NA,NA,NA,NA,10311,0,0,0,10311,0,0,0,1,16,Threatened,0,0
Musseromys anacuao,MAMMALIA,DD,Forest important,Unknown,NA,NA,NA,NA,NA,239,236,140,281,896,0.263392857,0.15625,0.313616071,0.266741071,8,Data Deficient,0.469866071,60
Rattus enganus,MAMMALIA,DD,Forest unimportant,Decreasing,NA,NA,NA,NA,NA,137,7,63,4,211,0.033175355,0.298578199,0.018957346,0.6492891,16,Data Deficient,0.317535545,40
Paraxerus cooperi,MAMMALIA,DD,Forest unimportant,Unknown,NA,NA,NA,NA,NA,894,817,10207,1168,13086,0.062433135,0.779993887,0.089255693,0.068317286,16,Data Deficient,0.86924958,99
Nyctimene minutus,MAMMALIA,VU,Forest important,Decreasing,NA,13403,700,900,NA,65,0,286,69,420,0,0.680952381,0.164285714,0.154761905,8,Threatened,0.845238095,99
Reithrodontomys sumichrasti,MAMMALIA,LC,Forest unimportant,Stable,NA,970141,1200,4000,NA,60700,18330,60416,9384,148830,0.123160653,0.405939663,0.063051804,0.40784788,2,Not Threatened,0.468991467,60
Otomops papuensis,MAMMALIA,DD,Forest unimportant,Unknown,NA,NA,0,300,NA,202,0,0,0,202,0,0,0,1,16,Data Deficient,0,0
Thomasomys cinereiventer,MAMMALIA,LC,Forest unimportant,Decreasing,NA,56392.21,1828,3152,NA,9907,3599,581,12,14099,0.255266331,0.041208596,8.51E-04,0.702673949,2,Not Threatened,0.042059721,20
Podoxymys roraimae,MAMMALIA,VU,Forest unimportant,Unknown,NA,11585.35,1500,2000,NA,22,1,45,270,338,0.00295858,0.133136095,0.798816568,0.065088757,8,Threatened,0.931952663,99
Pteralopex flanneryi,MAMMALIA,CR,Forest unimportant,Decreasing,NA,NA,0,200,NA,8057,0,0,50,8107,0,0,0.00616751,0.99383249,32,Threatened,0.00616751,20
Rattus feliceus,MAMMALIA,NT,Forest unimportant,Decreasing,NA,29755,0,1830,NA,3893,113,12707,2067,18780,0.006017039,0.676624068,0.110063898,0.207294995,4,Not Threatened,0.786687966,80
Reithrodontomys tenuirostris,MAMMALIA,EN,Forest important,Decreasing,244,31638,2400,2900,NA,64,15,1821,477,2377,0.006310475,0.766091712,0.200673117,0.026924695,16,Threatened,0.96676483,99
Paraxerus vexillarius,MAMMALIA,LC,Forest important,Unknown,NA,218012,NA,NA,NA,38575,8778,848,853,49054,0.178945652,0.017287071,0.017389,0.786378277,2,Not Threatened,0.034676071,20
Nyctimene rabori,MAMMALIA,EN,Forest important,Decreasing,NA,49232,0,1300,NA,9886,2421,170,132,12609,0.19200571,0.013482433,0.010468713,0.784043144,16,Threatened,0.023951146,20
Thomasomys cinereus,MAMMALIA,LC,Forest unimportant,Stable,NA,71053.29,NA,NA,NA,25748,609,4193,1048,31598,0.019273372,0.132698272,0.033166656,0.8148617,2,Not Threatened,0.165864928,20
Otonyctomys hatti,MAMMALIA,LC,Forest unimportant,Unknown,NA,138762,NA,NA,NA,53656,24477,65857,13879,157869,0.155046273,0.417162331,0.087914663,0.339876733,2,Not Threatened,0.505076994,60
Pogonomelomys brassi,MAMMALIA,LC,Forest unimportant,Unknown,NA,154713,0,600,NA,104421,1615,14739,864,121639,0.013276992,0.121170019,0.007102985,0.858450004,2,Not Threatened,0.128273005,20
Praomys rostratus,MAMMALIA,LC,Forest unimportant,Unknown,NA,1067554,NA,1400,NA,409304,65992,0,0,475296,0.138844005,0,0,0.861155995,2,Not Threatened,0,0
Rattus hainaldi,MAMMALIA,EN,Forest unimportant,Decreasing,NA,1123,1000,2000,NA,128,92,261,230,711,0.129395218,0.367088608,0.323488045,0.180028129,16,Threatened,0.690576653,80
Reithrodontomys zacatecae,MAMMALIA,LC,Forest unimportant,Unknown,NA,343506,NA,NA,NA,188739,20095,56915,8570,274319,0.073254131,0.207477426,0.031241,0.688027443,2,Not Threatened,0.238718426,40
Musseromys beneficus,MAMMALIA,DD,Forest important,Unknown,NA,NA,NA,NA,NA,149,34,293,344,820,0.041463415,0.357317073,0.419512195,0.181707317,8,Data Deficient,0.776829268,80
Thomasomys contradictus,MAMMALIA,DD,Forest unimportant,Unknown,NA,68422.78,2400,3871,NA,10659,4209,506,4,15378,0.273702692,0.032904149,2.60E-04,0.693133047,8,Data Deficient,0.033164261,20
Otopteropus cartilagonodus,MAMMALIA,LC,Forest important,Decreasing,NA,NA,200,2250,NA,29988,8518,6403,4818,49727,0.171295272,0.128763046,0.096889014,0.603052668,2,Not Threatened,0.22565206,40
Pogonomelomys bruijnii,MAMMALIA,LC,Forest unimportant,Decreasing,NA,35397,NA,NA,NA,14116,162,16402,1002,31682,0.005113314,0.517707215,0.031626791,0.44555268,2,Not Threatened,0.549334007,60
Paraxerus vincenti,MAMMALIA,EN,Forest unimportant,Decreasing,NA,2235,1200,1850,NA,644,0,0,0,644,0,0,0,1,16,Threatened,0,0
Rattus hoogerwerfi,MAMMALIA,VU,Forest unimportant,Decreasing,NA,1610,2500,3000,NA,0,0,13,481,494,0,0.026315789,0.973684211,0,8,Threatened,1,100
Nyctimene vizcaccia,MAMMALIA,LC,Forest unimportant,Unknown,NA,NA,0,1800,NA,77550,343,0,37,77930,0.004401386,0,4.75E-04,0.995123829,2,Not Threatened,4.75E-04,20
Rhagomys rufescens,MAMMALIA,VU,Forest important,Decreasing,160,472405.3,0,650,NA,48775,22355,107,1033,72270,0.309326138,0.001480559,0.014293621,0.674899682,8,Threatened,0.01577418,20
Thomasomys daphne,MAMMALIA,LC,Forest unimportant,Unknown,NA,150950.9,2000,3540,NA,13576,5884,1921,127,21508,0.273572624,0.089315603,0.00590478,0.631206993,2,Not Threatened,0.095220383,20
Ototylomys phyllotis,MAMMALIA,LC,Forest unimportant,Stable,NA,1218974,NA,1900,NA,152800,71115,114265,30556,368736,0.192861559,0.309882951,0.082866875,0.414388614,2,Not Threatened,0.392749826,40
Pogonomelomys mayeri,MAMMALIA,LC,Forest unimportant,Unknown,NA,356468,400,1500,NA,35574,634,14370,6696,57274,0.011069595,0.250899186,0.116911688,0.621119531,2,Not Threatened,0.367810874,40
Rattus korinchi,MAMMALIA,DD,Forest unimportant,Unknown,NA,NA,NA,NA,NA,111,121,8,366,606,0.199669967,0.01320132,0.603960396,0.183168317,16,Data Deficient,0.617161716,80
Praomys tullbergi,MAMMALIA,LC,Forest unimportant,Stable,NA,2067613,NA,1200,NA,562565,93689,37905,3948,698107,0.134204355,0.054296834,0.005655294,0.805843517,2,Not Threatened,0.059952128,20
Rheithrosciurus macrotis,MAMMALIA,VU,Forest unimportant,Decreasing,NA,NA,NA,1100,NA,188581,13852,368575,42840,613848,0.022565847,0.600433658,0.069789264,0.307211231,8,Threatened,0.670222922,80
Pardofelis marmorata,MAMMALIA,NT,Forest important,Decreasing,NA,NA,0,2500,NA,255127,62708,796445,203064,1317344,0.047601841,0.60458392,0.154146525,0.193667713,4,Not Threatened,0.758730446,80
Thomasomys dispar,MAMMALIA,DD,Forest unimportant,Unknown,NA,22213.52,2130,3130,NA,5453,1600,466,4,7523,0.212681111,0.061943374,5.32E-04,0.724843812,8,Data Deficient,0.062475076,20
Trachypithecus margarita,MAMMALIA,EN,Forest important,Decreasing,NA,NA,100,650,NA,9356,2334,11540,2469,25699,0.090820655,0.44904471,0.096073777,0.364060858,16,Threatened,0.545118487,60
Oxymycterus amazonicus,MAMMALIA,LC,Forest unimportant,Unknown,NA,1366236,NA,NA,NA,415218,347700,8786,144662,916366,0.379433545,0.009587872,0.157864871,0.453113712,2,Not Threatened,0.167452743,20
Rhinoceros sondaicus,MAMMALIA,CR,Forest important,Stable,450,673,0,600,NA,32690,1161,13018,858,47727,0.024325853,0.272759654,0.017977246,0.684937247,32,Threatened,0.290736899,40
Pogonomys fergussoniensis,MAMMALIA,EN,Forest important,Decreasing,NA,4922,200,900,NA,1311,81,0,0,1392,0.058189655,0,0,0.941810345,16,Threatened,0,0
Thomasomys erro,MAMMALIA,LC,Forest unimportant,Unknown,NA,17744.26,1900,3600,NA,2499,2061,0,3,4563,0.451676529,0,6.57E-04,0.547666009,2,Not Threatened,6.57E-04,20
Trachypithecus mauritius,MAMMALIA,VU,Forest important,Decreasing,NA,NA,0,900,NA,2883,395,1324,331,4933,0.080072978,0.268396513,0.067099128,0.58443138,8,Threatened,0.335495642,40
Rhinolophus chiewkweeae,MAMMALIA,DD,Forest unimportant,Unknown,NA,NA,NA,NA,NA,10833,20,929,260,12042,0.001660854,0.077146653,0.021591098,0.899601395,8,Data Deficient,0.098737751,20
Paruromys dominator,MAMMALIA,LC,Forest unimportant,Stable,NA,382834,NA,NA,NA,84174,4706,94118,14622,197620,0.023813379,0.476257464,0.073990487,0.42593867,2,Not Threatened,0.550247951,60
Oxymycterus caparoae,MAMMALIA,LC,Forest unimportant,Unknown,NA,74646,1800,2700,NA,21,881,0,0,902,0.976718404,0,0,0.023281596,2,Not Threatened,0,0
Abronia graminea,REPTILIA,EN,Forest unimportant,Decreasing,NA,NA,NA,NA,NA,1232,677,744,46,2699,0.250833642,0.275657651,0.017043349,0.456465358,16,Threatened,0.292701,40
Achalinus rufescens,REPTILIA,LC,Forest important,Stable,NA,NA,370,1500,NA,184318,1203,95865,1505,282891,0.004252521,0.338876104,0.00532007,0.651551304,2,Not Threatened,0.344196174,40
Amerotyphlops lehneri,REPTILIA,DD,Forest important,Unknown,NA,600,50,150,NA,352,0,0,0,352,0,0,0,1,6,Data Deficient,0,0
Praomys verschureni,MAMMALIA,DD,Forest unimportant,Unknown,NA,NA,NA,1800,NA,92926,15587,41335,11336,161184,0.096703147,0.256446049,0.070329561,0.576521243,3,Data Deficient,0.32677561,40
Pogonomys loriae,MAMMALIA,LC,Forest unimportant,Unknown,NA,593320,240,3000,NA,140523,4210,4695,1707,151135,0.02785589,0.031064942,0.011294538,0.92978463,2,Not Threatened,0.04235948,20
Thomasomys hylophilus,MAMMALIA,VU,Forest unimportant,Decreasing,NA,19120.21,2000,NA,NA,4627,1652,241,3,6523,0.253257704,0.03694619,4.60E-04,0.709336195,8,Threatened,0.037406101,20
Trachypithecus pileatus,MAMMALIA,VU,Forest important,Decreasing,NA,NA,10,3000,NA,48539,5871,162039,16339,232788,0.025220372,0.696079695,0.070188326,0.208511607,8,Threatened,0.766268021,80
Rhinolophus convexus,MAMMALIA,DD,Forest unimportant,Unknown,NA,125134,NA,NA,NA,3109,0,6304,338,9751,0,0.646497795,0.034663111,0.318839093,16,Data Deficient,0.681160907,80
Uromys vika,MAMMALIA,CR,Forest important,Unknown,NA,77,20,400,NA,62,0,0,0,62,0,0,0,1,32,Threatened,0,0
Abronia leurolepis,REPTILIA,DD,Forest unimportant,Unknown,NA,NA,NA,NA,NA,26,0,138,0,164,0,0.841463415,0,0.158536585,6,Data Deficient,0.841463415,99
Achalinus spinalis,REPTILIA,LC,Forest important,Unknown,NA,1744000,300,1500,NA,458377,2191,129991,763,591322,0.003705257,0.219831158,0.001290329,0.775173256,2,Not Threatened,0.221121487,40
Amerotyphlops microstomus,REPTILIA,LC,Forest unimportant,Stable,NA,NA,NA,NA,NA,30020,16583,15542,2341,64486,0.257156592,0.241013553,0.036302453,0.465527401,2,Not Threatened,0.277316007,40
Thomasomys incanus,MAMMALIA,LC,Forest unimportant,Decreasing,NA,125777.6,2430,3850,NA,5719,1378,987,0,8084,0.170460168,0.122093023,0,0.707446809,2,Not Threatened,0.122093023,20
Pattonomys occasius,MAMMALIA,DD,Forest unimportant,Unknown,NA,NA,NA,NA,NA,96025,25713,94405,10068,226211,0.113668212,0.417331606,0.044507119,0.424493062,8,Data Deficient,0.461838726,60
Trachypithecus shortridgei,MAMMALIA,EN,Forest important,Decreasing,NA,NA,200,2500,NA,0,0,7239,490,7729,0,0.936602407,0.063397593,0,16,Threatened,1,99
Pogonomys macrourus,MAMMALIA,LC,Forest unimportant,Unknown,NA,1976082,0,1800,NA,211751,13828,32443,26428,284450,0.048613113,0.114055194,0.092909123,0.74442257,2,Not Threatened,0.206964317,40
Abronia lythrochila,REPTILIA,LC,Forest unimportant,Stable,NA,NA,NA,NA,NA,681,44,1714,53,2492,0.017656501,0.687800963,0.021268058,0.273274478,2,Not Threatened,0.709069021,80
Amerotyphlops paucisquamus,REPTILIA,LC,Forest important,Decreasing,NA,NA,NA,NA,NA,82939,25401,140,7480,115960,0.219049672,0.001207313,0.064505002,0.715238013,2,Not Threatened,0.065712315,20
Acutotyphlops infralabialis,REPTILIA,DD,Forest unimportant,Unknown,NA,NA,50,400,NA,5921,0,0,0,5921,0,0,0,1,6,Data Deficient,0,0
Thomasomys ischyrus,MAMMALIA,LC,Forest unimportant,Decreasing,NA,69981.4,2280,3350,NA,8599,2354,2995,715,14663,0.160540135,0.204255609,0.048762191,0.586442065,2,Not Threatened,0.2530178,40
Tragulus napu,MAMMALIA,LC,Forest important,Decreasing,NA,NA,0,1100,NA,427323,40751,507808,82799,1058681,0.038492237,0.479661012,0.078209583,0.403637167,2,Not Threatened,0.557870596,60
Presbytis bicolor,MAMMALIA,DD,Forest unimportant,Unknown,NA,NA,0,600,NA,12496,1093,740,601,14930,0.073208305,0.049564635,0.040254521,0.836972539,8,Data Deficient,0.089819156,20
Uropsilus soricipes,MAMMALIA,LC,Forest unimportant,Unknown,NA,330641,NA,2200,NA,91489,0,5149,0,96638,0,0.053281318,0,0.946718682,2,Not Threatened,0.053281318,20
Amerotyphlops stadelmani,REPTILIA,VU,Forest unimportant,Unknown,NA,NA,320,1370,NA,412,450,196,0,1058,0.425330813,0.185255198,0,0.389413989,8,Threatened,0.185255198,20
Abronia martindelcampoi,REPTILIA,EN,Forest unimportant,Decreasing,NA,NA,NA,NA,NA,1442,35,1031,0,2508,0.013955343,0.41108453,0,0.574960128,16,Threatened,0.41108453,60
Acutotyphlops kunuaensis,REPTILIA,DD,Forest unimportant,Unknown,NA,NA,NA,NA,NA,6323,0,0,0,6323,0,0,0,1,6,Data Deficient,0,0
Anolis anatoloros,REPTILIA,LC,Forest important,Unknown,1000,1000,1400,2000,NA,256,398,0,0,654,0.608562691,0,0,0.391437309,2,Not Threatened,0,0
Amphisbaena myersi,REPTILIA,DD,Forest important,Unknown,NA,NA,NA,NA,NA,32,0,0,0,32,0,0,0,1,6,Data Deficient,0,0
Paucidentomys vermidax,MAMMALIA,DD,Forest important,Unknown,NA,NA,1571,2050,NA,0,21,301,302,624,0.033653846,0.482371795,0.483974359,0,8,Data Deficient,0.966346154,99
Thomasomys kalinowskii,MAMMALIA,LC,Forest unimportant,Decreasing,NA,134482.5,2050,3673,NA,9872,4749,1670,0,16291,0.29151065,0.102510589,0,0.605978761,2,Not Threatened,0.102510589,20
Poiana leightoni,MAMMALIA,VU,Forest important,Decreasing,NA,NA,NA,NA,NA,47451,10500,0,0,57951,0.181187555,0,0,0.818812445,8,Threatened,0,0
Tragulus williamsoni,MAMMALIA,DD,Forest unimportant,Decreasing,NA,NA,NA,NA,NA,3,0,465,0,468,0,0.993589744,0,0.006410256,16,Data Deficient,0.993589744,99
Abronia matudai,REPTILIA,EN,Forest important,Unknown,NA,NA,1950,2630,NA,6,31,241,75,353,0.087818697,0.682719547,0.212464589,0.016997167,16,Threatened,0.895184136,99
Amerotyphlops trinitatus,REPTILIA,EN,Forest important,Unknown,NA,563,10,300,NA,127,41,0,0,168,0.244047619,0,0,0.755952381,16,Threatened,0,0
Acutotyphlops subocularis,REPTILIA,LC,Forest unimportant,Unknown,34131,NA,25,1067,NA,37191,229,0,0,37420,0.006119722,0,0,0.993880278,2,Not Threatened,0,0
Anolis anfiloquioi,REPTILIA,LC,Forest unimportant,Stable,NA,14590.8,NA,NA,NA,9919,2875,0,0,12794,0.22471471,0,0,0.77528529,2,Not Threatened,0,0
Amphisbaena pericensis,REPTILIA,LC,Forest important,Unknown,NA,1338,414,1172,NA,150,0,0,1,151,0,0,0.006622517,0.993377483,2,Not Threatened,0.006622517,20
Thomasomys ladewi,MAMMALIA,LC,Forest important,Unknown,NA,46376.36,2360,3300,NA,3085,1594,180,0,4859,0.328051039,0.037044659,0,0.634904301,2,Not Threatened,0.037044659,20
Trinomys gratiosus,MAMMALIA,LC,Forest unimportant,Unknown,NA,78891,600,NA,NA,15860,9079,0,0,24939,0.364048278,0,0,0.635951722,2,Not Threatened,0,0
Paulamys naso,MAMMALIA,EN,Forest unimportant,Decreasing,NA,1123,NA,NA,NA,214,103,451,245,1013,0.101678184,0.445212241,0.241855874,0.211253702,16,Threatened,0.687068115,80
Poiana richardsonii,MAMMALIA,LC,Forest unimportant,Unknown,NA,NA,NA,NA,NA,1539352,265303,446281,114544,2365480,0.112156095,0.188664034,0.048423153,0.650756717,2,Not Threatened,0.237087187,40
Abronia meledona,REPTILIA,EN,Forest important,Unknown,NA,NA,2200,2630,NA,0,0,46,0,46,0,1,0,0,16,Threatened,1,100
Anolis annectens,REPTILIA,LC,Forest important,Stable,NA,34000,50,1200,NA,9122,4775,20,36,13953,0.342220311,0.001433384,0.00258009,0.653766215,2,Not Threatened,0.004013474,20
Adelophis foxi,REPTILIA,DD,Forest unimportant,Unknown,NA,NA,NA,NA,NA,984,0,169,0,1153,0,0.146574154,0,0.853425846,6,Data Deficient,0.146574154,20
Amerotyphlops yonenagae,REPTILIA,LC,Forest important,Unknown,NA,314,NA,NA,NA,9228,1444,0,0,10672,0.135307346,0,0,0.864692654,2,Not Threatened,0,0
Vampyressa melissa,MAMMALIA,VU,Forest unimportant,Stable,NA,NA,1180,2763,NA,67450,31341,12846,886,112523,0.278529723,0.114163327,0.007873946,0.599433005,8,Threatened,0.122037272,20
Presbytis canicrus,MAMMALIA,EN,Forest important,Decreasing,NA,NA,50,1600,NA,8521,615,39760,1188,50084,0.012279371,0.793866305,0.02372015,0.170134175,16,Threatened,0.817586455,99
Amphisbaena rozei,REPTILIA,DD,Forest important,Unknown,NA,NA,NA,NA,NA,0,0,0,32,32,0,0,1,0,6,Data Deficient,1,100
Thomasomys nicefori,MAMMALIA,LC,Forest unimportant,Unknown,NA,40096.95,1900,3810,NA,13578,4496,193,14,18281,0.245938406,0.010557409,7.66E-04,0.742738362,2,Not Threatened,0.011323232,20
Trinomys iheringi,MAMMALIA,LC,Forest unimportant,Stable,NA,NA,NA,NA,NA,774971,92883,1422,2293,871569,0.106569876,0.00163154,0.002630888,0.889167696,2,Not Threatened,0.004262428,20
Anolis anoriensis,REPTILIA,LC,Forest important,Stable,NA,NA,1374,1860,NA,638,134,0,0,772,0.17357513,0,0,0.82642487,2,Not Threatened,0,0
Abronia mitchelli,REPTILIA,DD,Forest unimportant,Unknown,NA,NA,NA,NA,NA,0,0,321,1,322,0,0.99689441,0.00310559,0,6,Data Deficient,1,100
Adelphicos daryi,REPTILIA,EN,Forest unimportant,Unknown,NA,300,1300,2134,NA,177,1,0,0,178,0.005617978,0,0,0.994382022,16,Threatened,0,0
Amphiesmoides ornaticeps,REPTILIA,LC,Forest important,Decreasing,NA,NA,150,720,NA,37661,99,25787,612,64159,0.001543042,0.401923347,0.009538802,0.58699481,2,Not Threatened,0.411462149,60
Amphisbaena slateri,REPTILIA,DD,Forest important,Unknown,NA,NA,610,2000,NA,4842,11457,1482,1315,19096,0.59996858,0.077607876,0.068862589,0.253560955,6,Data Deficient,0.146470465,20
Thomasomys notatus,MAMMALIA,LC,Forest important,Decreasing,NA,284518.1,1400,3400,NA,43953,18394,12652,1552,76551,0.240284255,0.165275437,0.020274066,0.574166242,2,Not Threatened,0.185549503,20
Pongo abelii,MAMMALIA,CR,Forest important,Decreasing,NA,NA,0,1500,NA,2805,1202,10548,6392,20947,0.057382919,0.503556595,0.305151096,0.13390939,32,Threatened,0.808707691,99
Trinomys mirapitanga,MAMMALIA,DD,Forest unimportant,Unknown,NA,NA,NA,NA,NA,714,29,7,4,754,0.038461538,0.00928382,0.00530504,0.946949602,16,Data Deficient,0.014588859,20
Anolis antioquiae,REPTILIA,NT,Forest important,Unknown,NA,3200,1400,2200,NA,1820,360,76,1,2257,0.159503766,0.033673017,4.43E-04,0.806380151,4,Not Threatened,0.034116083,20
Abronia mixteca,REPTILIA,VU,Forest unimportant,Decreasing,NA,NA,NA,NA,NA,1160,1,3512,0,4673,2.14E-04,0.751551466,0,0.248234539,8,Threatened,0.751551466,80
Adelphicos ibarrorum,REPTILIA,EN,Forest important,Unknown,NA,123,2000,2100,NA,0,0,2,0,2,0,1,0,0,16,Threatened,1,100
Amphiglossus alluaudi,REPTILIA,VU,Forest important,Unknown,NA,5368,NA,NA,NA,2205,47,0,0,2252,0.020870337,0,0,0.979129663,8,Threatened,0,0
Amphisbaena slevini,REPTILIA,DD,Forest unimportant,Unknown,NA,NA,NA,NA,NA,191,16,0,0,207,0.077294686,0,0,0.922705314,6,Data Deficient,0,0
Vampyressa thyone,MAMMALIA,LC,Forest important,Unknown,NA,NA,NA,1000,NA,1511186,544829,774136,567577,3397728,0.160350976,0.227839309,0.167046038,0.444763677,2,Not Threatened,0.394885347,40
Thomasomys oreas,MAMMALIA,LC,Forest important,Unknown,NA,517126.9,2460,3650,NA,25740,6976,7133,804,40653,0.171598652,0.175460606,0.019777138,0.633163604,2,Not Threatened,0.195237744,20
Trinomys paratus,MAMMALIA,DD,Forest unimportant,Unknown,NA,NA,NA,NA,NA,34746,854,0,0,35600,0.023988764,0,0,0.976011236,16,Data Deficient,0,0
Presbytis chrysomelas,MAMMALIA,CR,Forest important,Decreasing,NA,NA,0,100,NA,4349,503,9649,1110,15611,0.03222087,0.618089808,0.071103709,0.278585613,32,Threatened,0.689193517,80
Pongo pygmaeus,MAMMALIA,CR,Forest important,Decreasing,NA,NA,0,500,NA,57948,7828,95687,18477,179940,0.04350339,0.531771702,0.102684228,0.32204068,32,Threatened,0.63445593,80
Anolis apletophallus,REPTILIA,LC,Forest unimportant,Stable,NA,NA,0,900,NA,10005,2154,11734,3243,27136,0.079377948,0.432414505,0.119509139,0.368698408,2,Not Threatened,0.551923644,60
Abronia montecristoi,REPTILIA,EN,Forest unimportant,Decreasing,NA,800,1370,2250,NA,20,12,0,0,32,0.375,0,0,0.625,16,Threatened,0,0
Adelphicos quadrivirgatum,REPTILIA,LC,Forest unimportant,Unknown,NA,NA,NA,NA,NA,146991,37351,59917,18659,262918,0.142063305,0.227892347,0.070968895,0.559075453,2,Not Threatened,0.298861242,40
Amphiglossus anosyensis,REPTILIA,VU,Forest important,Decreasing,NA,18679,820,1750,NA,4896,2405,0,0,7301,0.329406931,0,0,0.670593069,8,Threatened,0,0
Amphisbaena spurrelli,REPTILIA,DD,Forest important,Unknown,NA,NA,100,200,NA,47,0,16,0,63,0,0.253968254,0,0.746031746,6,Data Deficient,0.253968254,40
Tupaia chrysogaster,MAMMALIA,VU,Forest unimportant,Unknown,NA,13318,0,1000,NA,1494,316,3002,1797,6609,0.047813588,0.454229082,0.271901952,0.226055379,8,Threatened,0.726131033,80
Thomasomys princeps,MAMMALIA,DD,Forest important,Unknown,NA,17797.17,2650,3060,NA,1842,601,0,0,2443,0.246009005,0,0,0.753990995,8,Data Deficient,0,0
